comment,rating,url_website,company_name,company_website,company_logo
superb work..! Perfect services. They are quick and reliable too.,5,https://www.trustpilot.com/review/aquaticdeal.com,AquaticDeal,http://aquaticdeal.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click,//s3-eu-west-1.amazonaws.com/tpd/logos/5d2a23cc7fa2aa00017daa20/0x0.png
one of the best online shops,4,https://www.trustpilot.com/review/aquaticdeal.com,AquaticDeal,http://aquaticdeal.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click,//s3-eu-west-1.amazonaws.com/tpd/logos/5d2a23cc7fa2aa00017daa20/0x0.png
"Recently, I increasingly give priority to buying cosmetics on the official websites of brands. Yes, usually, the order is a little more expensive than if you buy in online chain stores. But everything pays off with a large number of gifts from the brand, cool gift packaging, quality and fast delivery!",5,https://www.trustpilot.com/review/aquaticdeal.com,AquaticDeal,http://aquaticdeal.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click,//s3-eu-west-1.amazonaws.com/tpd/logos/5d2a23cc7fa2aa00017daa20/0x0.png
Excellent service ordered Sunday afternoon and received the delivery on Tuesday morning. Price was the cheapest around as well. Thanks,5,https://www.trustpilot.com/review/aquaticdeal.com,AquaticDeal,http://aquaticdeal.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click,//s3-eu-west-1.amazonaws.com/tpd/logos/5d2a23cc7fa2aa00017daa20/0x0.png
"Superb company, very helpful in decided what model would suit my system and within my budget and not pushy in any way. The pumps were posted and I received them the following day. I'm very pleased with both service and the goods supplied which were well within budget that much so that I can now order something else. I would not hesitate to either use them again or recommend them to anyone. In fact I recommended them to my mate and he ordered some as well at 5pm and they were posted the same night.",5,https://www.trustpilot.com/review/aquaticdeal.com,AquaticDeal,http://aquaticdeal.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click,//s3-eu-west-1.amazonaws.com/tpd/logos/5d2a23cc7fa2aa00017daa20/0x0.png
"Spoke to lee li on several occasions before ordering was very very helpful ordered what I needed and was delivered really fast , great service",5,https://www.trustpilot.com/review/aquaticdeal.com,AquaticDeal,http://aquaticdeal.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click,//s3-eu-west-1.amazonaws.com/tpd/logos/5d2a23cc7fa2aa00017daa20/0x0.png
I’ve used this company a few times and their service has been excellent and the prices are always reasonable.,5,https://www.trustpilot.com/review/aquaticdeal.com,AquaticDeal,http://aquaticdeal.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click,//s3-eu-west-1.amazonaws.com/tpd/logos/5d2a23cc7fa2aa00017daa20/0x0.png
Service was good . Product is okay,5,https://www.trustpilot.com/review/nomuggle.com,xlb,http://127.1:5902?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5cd27d7177f0fd0001a78bc9/198x149.png
Best service am grateful.,5,https://www.trustpilot.com/review/nomuggle.com,xlb,http://127.1:5902?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5cd27d7177f0fd0001a78bc9/198x149.png
It is very wonderful and best service.Great experience.I enjoyed it very much.,5,https://www.trustpilot.com/review/nomuggle.com,xlb,http://127.1:5902?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5cd27d7177f0fd0001a78bc9/198x149.png
what a great service you guys have wow,5,https://www.trustpilot.com/review/nomuggle.com,xlb,http://127.1:5902?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5cd27d7177f0fd0001a78bc9/198x149.png
Wonderful experience! I enjoyed the service very much!,4,https://www.trustpilot.com/review/nomuggle.com,xlb,http://127.1:5902?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5cd27d7177f0fd0001a78bc9/198x149.png
Service was good,5,https://www.trustpilot.com/review/nomuggle.com,xlb,http://127.1:5902?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5cd27d7177f0fd0001a78bc9/198x149.png
Product is okay.,4,https://www.trustpilot.com/review/nomuggle.com,xlb,http://127.1:5902?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5cd27d7177f0fd0001a78bc9/198x149.png
Quick and good service!,4,https://www.trustpilot.com/review/fragglereef.co.uk,Fraggle Reef,https://www.fragglereef.co.uk?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5d8b89329f1fbd00017c345a/198x149.png
Great service corals all arrived on time and healthy,5,https://www.trustpilot.com/review/fragglereef.co.uk,Fraggle Reef,https://www.fragglereef.co.uk?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5d8b89329f1fbd00017c345a/198x149.png
interesting web site. want to know how the programmer create this site,4,https://www.trustpilot.com/review/theeasymail.com,Theeasymail,http://theeasymail.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click,//s3-eu-west-1.amazonaws.com/tpd/logos/5d245ea42d22bb0001982d68/0x0.png
wow this is really a great site.Its So much Interesting.,4,https://www.trustpilot.com/review/theeasymail.com,Theeasymail,http://theeasymail.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click,//s3-eu-west-1.amazonaws.com/tpd/logos/5d245ea42d22bb0001982d68/0x0.png
"I love pet so much.Dogs are sometimes referred to as ""man's best friend"" because they are kept as domestic pets and are usually loyal and like being around humans.",5,https://www.trustpilot.com/review/bavisterspetcentre.com,Bavisterspetcentre,http://www.bavisterspetcentre.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click,//s3-eu-west-1.amazonaws.com/tpd/logos/5d1a2d3cc310cf000115c5af/0x0.png
Nice.. We love pets and this is helpful to us,4,https://www.trustpilot.com/review/bavisterspetcentre.com,Bavisterspetcentre,http://www.bavisterspetcentre.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click,//s3-eu-west-1.amazonaws.com/tpd/logos/5d1a2d3cc310cf000115c5af/0x0.png
"I love pet so much.Dogs are sometimes referred to as ""man's best friend"" because they are kept as domestic pets and are usually loyal and like being around humans. Dogs like to be petted, but only when they can first see the petter's hand before petting; one should never pet a dog from behind.",5,https://www.trustpilot.com/review/bavisterspetcentre.com,Bavisterspetcentre,http://www.bavisterspetcentre.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click,//s3-eu-west-1.amazonaws.com/tpd/logos/5d1a2d3cc310cf000115c5af/0x0.png
I love the beautiful black dog pet for breeding only,5,https://www.trustpilot.com/review/bavisterspetcentre.com,Bavisterspetcentre,http://www.bavisterspetcentre.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click,//s3-eu-west-1.amazonaws.com/tpd/logos/5d1a2d3cc310cf000115c5af/0x0.png
Here you can find your favourite bird. You can also get tips and tricks. I like i.,3,https://www.trustpilot.com/review/bavisterspetcentre.com,Bavisterspetcentre,http://www.bavisterspetcentre.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click,//s3-eu-west-1.amazonaws.com/tpd/logos/5d1a2d3cc310cf000115c5af/0x0.png
tttsfddfhfdhdhdhdhf,1,https://www.trustpilot.com/review/bavisterspetcentre.com,Bavisterspetcentre,http://www.bavisterspetcentre.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click,//s3-eu-west-1.amazonaws.com/tpd/logos/5d1a2d3cc310cf000115c5af/0x0.png
Very quick and good service.,5,https://www.trustpilot.com/review/www.lincsaquatics.co.uk,Lincs Aquatics,http://www.lincsaquatics.co.uk?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5a76410a4c19820001123e07/198x149.png
"Fantastic customer experience! We purchased a new 350L Jewell Tank from Lincs after visiting the store. All of the staff were friendly and helpful and we thought we would rather buy from a local store with good service than roll the dice and order from eBay etc for the sake of a £20 saving. We are so glad we did. Through no fault of Lincs, Jewell had uncharacteristically made some errors with the cabinet and the box contained the wrong parts. We called Lincs and they arranged for a cabinet to be opened up in the showroom and drove the missing parts over on the same day! Special thanks to Ben in the warehouse who could answer my pre-sales questions on the tanks like an expert and arranged for delivery on the day that suited us over the phone. We will definitely buy from Lincs in the future and won't hesitate to recommend them.",5,https://www.trustpilot.com/review/www.lincsaquatics.co.uk,Lincs Aquatics,http://www.lincsaquatics.co.uk?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5a76410a4c19820001123e07/198x149.png
"Purchase was fine, delivered in morning as requested. Downside, Hermes Delivery driver unhelpful not happy that he had to wait whilst I checked the delivery, quite rude. Roadside delivery was exactly that no assistance given.",3,https://www.trustpilot.com/review/www.lincsaquatics.co.uk,Lincs Aquatics,http://www.lincsaquatics.co.uk?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5a76410a4c19820001123e07/198x149.png
"They went the extra mile to order in my hood lens,Which I had trouble finding.Cannot thank barry enough for all his help.If I have any trouble in the future I know where to go.",5,https://www.trustpilot.com/review/www.lincsaquatics.co.uk,Lincs Aquatics,http://www.lincsaquatics.co.uk?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5a76410a4c19820001123e07/198x149.png
My first experience with these guy and it was a good one,5,https://www.trustpilot.com/review/www.lincsaquatics.co.uk,Lincs Aquatics,http://www.lincsaquatics.co.uk?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5a76410a4c19820001123e07/198x149.png
Excellent service and a real personal touch from the guys working there. Fantastic service and knowledge of what they sell. Will definitely be using them again for quality products at a great price and real expert advice.,5,https://www.trustpilot.com/review/www.lincsaquatics.co.uk,Lincs Aquatics,http://www.lincsaquatics.co.uk?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5a76410a4c19820001123e07/198x149.png
"Excellent service and communication, the  TMC reef bio gro reactor is very good and the TMC reef 4000 is as stated silent easy to strip down and maintain. The service I received from Lincs aquatics was both helpful and informative. Thanks you",5,https://www.trustpilot.com/review/www.lincsaquatics.co.uk,Lincs Aquatics,http://www.lincsaquatics.co.uk?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5a76410a4c19820001123e07/198x149.png
What a straight forward simple transaction with great service.,5,https://www.trustpilot.com/review/www.lincsaquatics.co.uk,Lincs Aquatics,http://www.lincsaquatics.co.uk?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5a76410a4c19820001123e07/198x149.png
5 star great!!!!,5,https://www.trustpilot.com/review/www.lincsaquatics.co.uk,Lincs Aquatics,http://www.lincsaquatics.co.uk?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5a76410a4c19820001123e07/198x149.png
Excellent all round service. Couldn’t ask for more. Thanks Ben,5,https://www.trustpilot.com/review/www.lincsaquatics.co.uk,Lincs Aquatics,http://www.lincsaquatics.co.uk?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5a76410a4c19820001123e07/198x149.png
First class product speedy delivery Full recommend lincs aquatics,5,https://www.trustpilot.com/review/www.lincsaquatics.co.uk,Lincs Aquatics,http://www.lincsaquatics.co.uk?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5a76410a4c19820001123e07/198x149.png
Good information and speedy delivery.,5,https://www.trustpilot.com/review/www.lincsaquatics.co.uk,Lincs Aquatics,http://www.lincsaquatics.co.uk?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5a76410a4c19820001123e07/198x149.png
Excellent  the staff very helpful and products are excellent,5,https://www.trustpilot.com/review/www.lincsaquatics.co.uk,Lincs Aquatics,http://www.lincsaquatics.co.uk?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5a76410a4c19820001123e07/198x149.png
The on line service from this company was 5 star very fast delivery great communication very professional outfit the only small down side the postage cost but if you make bigger orders the same cost is diluted over all the items,5,https://www.trustpilot.com/review/www.lincsaquatics.co.uk,Lincs Aquatics,http://www.lincsaquatics.co.uk?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5a76410a4c19820001123e07/198x149.png
Very quite and professional service,5,https://www.trustpilot.com/review/www.lincsaquatics.co.uk,Lincs Aquatics,http://www.lincsaquatics.co.uk?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5a76410a4c19820001123e07/198x149.png
Excellent communication and service,5,https://www.trustpilot.com/review/www.lincsaquatics.co.uk,Lincs Aquatics,http://www.lincsaquatics.co.uk?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5a76410a4c19820001123e07/198x149.png
"I priced up butyl liners on line and when i rang them and asked their price they appeared cheaper so i placed an order. Although i asked to buy a butyl liner they sold me an epdm so i didnt price like for like and didnt tell me so i only found out after i had paid. I was a bit peeved about that but i was happy with their explanation and apology and they did delver it very quickly just a pity it did come with footprints on it as i thought its not a good idea to walk on a liner with shoes on! Still, seems ok....so far.",4,https://www.trustpilot.com/review/www.lincsaquatics.co.uk,Lincs Aquatics,http://www.lincsaquatics.co.uk?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5a76410a4c19820001123e07/198x149.png
Good and fast service!,5,https://www.trustpilot.com/review/www.lincsaquatics.co.uk,Lincs Aquatics,http://www.lincsaquatics.co.uk?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5a76410a4c19820001123e07/198x149.png
Excellent service. Speedy delivery.,5,https://www.trustpilot.com/review/www.lincsaquatics.co.uk,Lincs Aquatics,http://www.lincsaquatics.co.uk?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5a76410a4c19820001123e07/198x149.png
my order arrived well before the time slot given many thanks. will be buying from  this company again,5,https://www.trustpilot.com/review/www.lincsaquatics.co.uk,Lincs Aquatics,http://www.lincsaquatics.co.uk?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5a76410a4c19820001123e07/198x149.png
iuiuyiuyiuyiuyiuyi,4,https://www.trustpilot.com/review/www.goldendoodlesny.com,GoodlePups/DogShrink,http://www.goldendoodlesny.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5d335b47d08d060001120e21/198x149.png
"Everything you need, great, knowledgeable staff!!",5,https://www.trustpilot.com/review/petnap.co.uk,Petnap,http://petnap.co.uk?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5be4eb424de4ce000112dca6/198x149.png
"Phoned up for them to put some items aside for collection, was all there on arrive All good well done.",5,https://www.trustpilot.com/review/petnap.co.uk,Petnap,http://petnap.co.uk?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5be4eb424de4ce000112dca6/198x149.png
I enjoy shopping on Petnap website. Very friendly company and staff.,5,https://www.trustpilot.com/review/petnap.co.uk,Petnap,http://petnap.co.uk?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5be4eb424de4ce000112dca6/198x149.png
good experience,5,https://www.trustpilot.com/review/petnap.co.uk,Petnap,http://petnap.co.uk?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5be4eb424de4ce000112dca6/198x149.png
"Have used a few times, great robust item, easy cleaning and storing, will likely buy the bigger one as well to use as a dog bath as it can retain liquid which is another great thing about it (Stops leaking mess from pups) its a pity all products aren't made as well as this one.",5,https://www.trustpilot.com/review/petnap.co.uk,Petnap,http://petnap.co.uk?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5be4eb424de4ce000112dca6/198x149.png
"Decent whelping box for single use, used it for about 10 weeks in total without issue. Price is OK for the amount of use you get out of it. You certainly get value for money. You could buy a plastic one but you would be looking at 2 to 3 times the cost.",5,https://www.trustpilot.com/review/petnap.co.uk,Petnap,http://petnap.co.uk?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5be4eb424de4ce000112dca6/198x149.png
"As the clamps are only required to be used for 2 mins max, DON'T buy packs of 10 (we had to buy a pack of 5 separately). The collars are of no use until the pups are several weeks old, BUT the pump to clear the airway was invaluable in our case. The scissors came in handy, but as the mother was VERY keen to eat the placenta, I found it best to squeeze the cord really hard to stop her ripping it from each pup and then cutting it ASAP prior to putting a clamp on. All in all, good value for money. Hope this information is of help from first-time breeders.",5,https://www.trustpilot.com/review/petnap.co.uk,Petnap,http://petnap.co.uk?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5be4eb424de4ce000112dca6/198x149.png
Purchased the disposable helping box Don’t do it Very poor quality and not easy to assemble Waste of money not even sure it is safe for puppies,1,https://www.trustpilot.com/review/petnap.co.uk,Petnap,http://petnap.co.uk?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5be4eb424de4ce000112dca6/198x149.png
"Got this little round red and black heated pet bed for my dog Oscar, and the moment I saw him get in there, relaxed and comfy, I realized right away that I made the right decision getting it for him. It's indeed ideal for smaller, lighter wt dogs. The quality of the material used is top-notch and this bed is also very portable and is ideal to carry while traveling. I am really very happy with my purchase!! Thank You!!",5,https://www.trustpilot.com/review/petnap.co.uk,Petnap,http://petnap.co.uk?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5be4eb424de4ce000112dca6/198x149.png
Efficient and fast. Loved it!,5,https://www.trustpilot.com/review/highgatehound.com,Highgatehound,http://highgatehound.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click,https://consumer-assets.trustpilot.com/assets/default-business-unit-image-198x149.svg
Great service,5,https://www.trustpilot.com/review/highgatehound.com,Highgatehound,http://highgatehound.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click,https://consumer-assets.trustpilot.com/assets/default-business-unit-image-198x149.svg
The staff has always been happy to see Frankie and love to spoil him!  He loves his spa day and he looks great when he comes home!,5,https://www.trustpilot.com/review/www.petparadiseresort.com,Pet Paradise,https://www.petparadise.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click,//s3-eu-west-1.amazonaws.com/tpd/logos/5afdc932684dbb0001e27d39/0x0.png
